Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,Population density (people per sq. km of land area) (Rate)
Antigua and Barbuda,ATG,01-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,02-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,03-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,04-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,05-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,06-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,07-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,08-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,09-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,10-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,11-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,12-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,13-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,14-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,15-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,16-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,17-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,18-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,19-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,20-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,21-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,22-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,23-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,24-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,25-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,26-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,27-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,28-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,29-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,30-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,31-Jan-20,,2017,231.8454545
Antigua and Barbuda,ATG,01-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,02-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,03-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,04-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,05-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,06-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,07-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,08-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,09-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,10-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,11-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,12-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,13-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,14-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,15-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,16-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,17-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,18-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,19-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,20-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,21-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,22-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,23-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,24-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,25-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,26-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,27-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,28-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,29-Feb-20,,2017,231.8454545
Antigua and Barbuda,ATG,01-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,02-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,03-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,04-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,05-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,06-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,07-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,08-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,09-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,10-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,11-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,12-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,13-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,14-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,15-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,16-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,17-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,18-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,19-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,20-Mar-20,,2017,231.8454545
Antigua and Barbuda,ATG,21-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,22-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,23-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,24-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,25-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,26-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,27-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,28-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,29-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,30-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,31-Mar-20,0,2017,231.8454545
Antigua and Barbuda,ATG,01-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,02-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,03-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,04-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,05-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,06-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,07-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,08-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,09-Apr-20,0,2017,231.8454545
Antigua and Barbuda,ATG,10-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,11-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,12-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,13-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,14-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,15-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,16-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,17-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,18-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,19-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,20-Apr-20,20.423,2017,231.8454545
Antigua and Barbuda,ATG,21-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,22-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,23-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,24-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,25-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,26-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,27-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,28-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,29-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,30-Apr-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,01-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,02-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,03-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,04-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,05-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,06-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,07-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,08-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,09-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,10-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,11-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,12-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,13-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,14-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,15-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,16-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,17-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,18-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,19-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,20-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,21-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,22-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,23-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,24-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,25-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,26-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,27-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,28-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,29-May-20,30.635,2017,231.8454545
Antigua and Barbuda,ATG,30-May-20,30.635,2017,231.8454545
Arab World,,31-Dec-19,,2017,30.42943386
Arab World,,01-Jan-20,,2017,30.42943386
Arab World,,02-Jan-20,,2017,30.42943386
Arab World,,03-Jan-20,,2017,30.42943386
Arab World,,04-Jan-20,,2017,30.42943386
Arab World,,05-Jan-20,,2017,30.42943386
Arab World,,06-Jan-20,,2017,30.42943386
Arab World,,07-Jan-20,,2017,30.42943386
Arab World,,08-Jan-20,,2017,30.42943386
Arab World,,09-Jan-20,,2017,30.42943386
Arab World,,10-Jan-20,,2017,30.42943386
Arab World,,11-Jan-20,,2017,30.42943386
Arab World,,12-Jan-20,,2017,30.42943386
Arab World,,13-Jan-20,,2017,30.42943386
Arab World,,14-Jan-20,,2017,30.42943386
Arab World,,15-Jan-20,,2017,30.42943386
Arab World,,16-Jan-20,,2017,30.42943386
Arab World,,17-Jan-20,,2017,30.42943386
Arab World,,18-Jan-20,,2017,30.42943386
Arab World,,19-Jan-20,,2017,30.42943386
Arab World,,20-Jan-20,,2017,30.42943386
Arab World,,21-Jan-20,,2017,30.42943386
Arab World,,22-Jan-20,,2017,30.42943386
Arab World,,23-Jan-20,,2017,30.42943386
Arab World,,24-Jan-20,,2017,30.42943386
Arab World,,25-Jan-20,,2017,30.42943386
Arab World,,26-Jan-20,,2017,30.42943386
Arab World,,27-Jan-20,,2017,30.42943386
Arab World,,28-Jan-20,,2017,30.42943386
Arab World,,29-Jan-20,,2017,30.42943386
Arab World,,30-Jan-20,,2017,30.42943386
Arab World,,31-Jan-20,,2017,30.42943386
Arab World,,01-Feb-20,,2017,30.42943386
Arab World,,02-Feb-20,,2017,30.42943386
Arab World,,03-Feb-20,,2017,30.42943386
Arab World,,04-Feb-20,,2017,30.42943386
Arab World,,05-Feb-20,,2017,30.42943386
Arab World,,06-Feb-20,,2017,30.42943386
Arab World,,07-Feb-20,,2017,30.42943386
Arab World,,08-Feb-20,,2017,30.42943386
Arab World,,09-Feb-20,,2017,30.42943386
Arab World,,10-Feb-20,,2017,30.42943386
Arab World,,11-Feb-20,,2017,30.42943386
Arab World,,12-Feb-20,,2017,30.42943386
Arab World,,13-Feb-20,,2017,30.42943386
Arab World,,14-Feb-20,,2017,30.42943386
Arab World,,15-Feb-20,,2017,30.42943386
Arab World,,16-Feb-20,,2017,30.42943386
Arab World,,17-Feb-20,,2017,30.42943386
Arab World,,18-Feb-20,,2017,30.42943386
Arab World,,19-Feb-20,,2017,30.42943386
Arab World,,20-Feb-20,,2017,30.42943386
Arab World,,21-Feb-20,,2017,30.42943386
Arab World,,22-Feb-20,,2017,30.42943386
Arab World,,23-Feb-20,,2017,30.42943386
Arab World,,24-Feb-20,,2017,30.42943386
Arab World,,25-Feb-20,,2017,30.42943386
Arab World,,26-Feb-20,,2017,30.42943386
Arab World,,27-Feb-20,,2017,30.42943386
Arab World,,28-Feb-20,,2017,30.42943386
Arab World,,29-Feb-20,,2017,30.42943386
Arab World,,01-Mar-20,,2017,30.42943386
Arab World,,02-Mar-20,,2017,30.42943386
Arab World,,03-Mar-20,,2017,30.42943386
Arab World,,04-Mar-20,,2017,30.42943386
Arab World,,05-Mar-20,,2017,30.42943386
Arab World,,06-Mar-20,,2017,30.42943386
Arab World,,07-Mar-20,,2017,30.42943386
Arab World,,08-Mar-20,,2017,30.42943386
Arab World,,09-Mar-20,,2017,30.42943386
Arab World,,10-Mar-20,,2017,30.42943386
Arab World,,11-Mar-20,,2017,30.42943386
Arab World,,12-Mar-20,,2017,30.42943386
Arab World,,13-Mar-20,,2017,30.42943386
Arab World,,14-Mar-20,,2017,30.42943386
Arab World,,15-Mar-20,,2017,30.42943386
Arab World,,16-Mar-20,,2017,30.42943386
Arab World,,17-Mar-20,,2017,30.42943386
Arab World,,18-Mar-20,,2017,30.42943386
Arab World,,19-Mar-20,,2017,30.42943386
Arab World,,20-Mar-20,,2017,30.42943386
Arab World,,21-Mar-20,,2017,30.42943386
Arab World,,22-Mar-20,,2017,30.42943386
Arab World,,23-Mar-20,,2017,30.42943386
Arab World,,24-Mar-20,,2017,30.42943386
Arab World,,25-Mar-20,,2017,30.42943386
Arab World,,26-Mar-20,,2017,30.42943386
Arab World,,27-Mar-20,,2017,30.42943386
Arab World,,28-Mar-20,,2017,30.42943386
Arab World,,29-Mar-20,,2017,30.42943386
Arab World,,30-Mar-20,,2017,30.42943386
Arab World,,31-Mar-20,,2017,30.42943386
Arab World,,01-Apr-20,,2017,30.42943386
Arab World,,02-Apr-20,,2017,30.42943386
Arab World,,03-Apr-20,,2017,30.42943386
Arab World,,04-Apr-20,,2017,30.42943386
Arab World,,05-Apr-20,,2017,30.42943386
Arab World,,06-Apr-20,,2017,30.42943386
Arab World,,07-Apr-20,,2017,30.42943386
Arab World,,08-Apr-20,,2017,30.42943386
Arab World,,09-Apr-20,,2017,30.42943386
Arab World,,10-Apr-20,,2017,30.42943386
Arab World,,11-Apr-20,,2017,30.42943386
Arab World,,12-Apr-20,,2017,30.42943386
Arab World,,13-Apr-20,,2017,30.42943386
Arab World,,14-Apr-20,,2017,30.42943386
Arab World,,15-Apr-20,,2017,30.42943386
Arab World,,16-Apr-20,,2017,30.42943386
Arab World,,17-Apr-20,,2017,30.42943386
Arab World,,18-Apr-20,,2017,30.42943386
Arab World,,19-Apr-20,,2017,30.42943386
Arab World,,20-Apr-20,,2017,30.42943386
Arab World,,21-Apr-20,,2017,30.42943386
Arab World,,22-Apr-20,,2017,30.42943386
Arab World,,23-Apr-20,,2017,30.42943386
Arab World,,24-Apr-20,,2017,30.42943386
Arab World,,25-Apr-20,,2017,30.42943386
Arab World,,26-Apr-20,,2017,30.42943386
Arab World,,27-Apr-20,,2017,30.42943386
Arab World,,28-Apr-20,,2017,30.42943386
Arab World,,29-Apr-20,,2017,30.42943386
Arab World,,30-Apr-20,,2017,30.42943386
Arab World,,01-May-20,,2017,30.42943386
Arab World,,02-May-20,,2017,30.42943386
Arab World,,03-May-20,,2017,30.42943386
Arab World,,04-May-20,,2017,30.42943386
Arab World,,05-May-20,,2017,30.42943386
Arab World,,06-May-20,,2017,30.42943386
Arab World,,07-May-20,,2017,30.42943386
Arab World,,08-May-20,,2017,30.42943386
Arab World,,09-May-20,,2017,30.42943386
Arab World,,10-May-20,,2017,30.42943386
Arab World,,11-May-20,,2017,30.42943386
Arab World,,12-May-20,,2017,30.42943386
Arab World,,13-May-20,,2017,30.42943386
Arab World,,14-May-20,,2017,30.42943386
Arab World,,15-May-20,,2017,30.42943386
Arab World,,16-May-20,,2017,30.42943386
Arab World,,17-May-20,,2017,30.42943386
Arab World,,18-May-20,,2017,30.42943386
Arab World,,19-May-20,,2017,30.42943386
Arab World,,20-May-20,,2017,30.42943386
Arab World,,21-May-20,,2017,30.42943386
Arab World,,22-May-20,,2017,30.42943386
Arab World,,23-May-20,,2017,30.42943386
Arab World,,24-May-20,,2017,30.42943386
Arab World,,25-May-20,,2017,30.42943386
Arab World,,26-May-20,,2017,30.42943386
Arab World,,27-May-20,,2017,30.42943386
Arab World,,28-May-20,,2017,30.42943386
Arab World,,29-May-20,,2017,30.42943386
Arab World,,30-May-20,,2017,30.42943386
Argentina,ARG,31-Dec-19,,2017,16.17685635
Argentina,ARG,01-Jan-20,,2017,16.17685635
Argentina,ARG,02-Jan-20,,2017,16.17685635
Argentina,ARG,03-Jan-20,,2017,16.17685635
Argentina,ARG,04-Jan-20,,2017,16.17685635
Argentina,ARG,05-Jan-20,,2017,16.17685635
Argentina,ARG,06-Jan-20,,2017,16.17685635
Argentina,ARG,07-Jan-20,,2017,16.17685635
Argentina,ARG,08-Jan-20,,2017,16.17685635
Argentina,ARG,09-Jan-20,,2017,16.17685635
Argentina,ARG,10-Jan-20,,2017,16.17685635
Argentina,ARG,11-Jan-20,,2017,16.17685635
Argentina,ARG,12-Jan-20,,2017,16.17685635
Argentina,ARG,13-Jan-20,,2017,16.17685635
Argentina,ARG,14-Jan-20,,2017,16.17685635
Argentina,ARG,15-Jan-20,,2017,16.17685635
Argentina,ARG,16-Jan-20,,2017,16.17685635
Argentina,ARG,17-Jan-20,,2017,16.17685635
Argentina,ARG,18-Jan-20,,2017,16.17685635
Argentina,ARG,19-Jan-20,,2017,16.17685635
Argentina,ARG,20-Jan-20,,2017,16.17685635
Argentina,ARG,21-Jan-20,,2017,16.17685635
Argentina,ARG,22-Jan-20,,2017,16.17685635
Argentina,ARG,23-Jan-20,,2017,16.17685635
Argentina,ARG,24-Jan-20,,2017,16.17685635
Argentina,ARG,25-Jan-20,,2017,16.17685635
Argentina,ARG,26-Jan-20,,2017,16.17685635
Argentina,ARG,27-Jan-20,,2017,16.17685635
Argentina,ARG,28-Jan-20,,2017,16.17685635
Argentina,ARG,29-Jan-20,,2017,16.17685635
Argentina,ARG,30-Jan-20,,2017,16.17685635
Argentina,ARG,31-Jan-20,,2017,16.17685635
Argentina,ARG,01-Feb-20,,2017,16.17685635
Argentina,ARG,02-Feb-20,,2017,16.17685635
Argentina,ARG,03-Feb-20,,2017,16.17685635
Argentina,ARG,04-Feb-20,,2017,16.17685635
Argentina,ARG,05-Feb-20,,2017,16.17685635
Argentina,ARG,06-Feb-20,,2017,16.17685635
Argentina,ARG,07-Feb-20,,2017,16.17685635
Argentina,ARG,08-Feb-20,,2017,16.17685635
Argentina,ARG,09-Feb-20,,2017,16.17685635
Argentina,ARG,10-Feb-20,,2017,16.17685635
Argentina,ARG,11-Feb-20,,2017,16.17685635
Argentina,ARG,12-Feb-20,,2017,16.17685635
Argentina,ARG,13-Feb-20,,2017,16.17685635
Argentina,ARG,14-Feb-20,,2017,16.17685635
Argentina,ARG,15-Feb-20,,2017,16.17685635
Argentina,ARG,16-Feb-20,,2017,16.17685635
Argentina,ARG,17-Feb-20,,2017,16.17685635
Argentina,ARG,18-Feb-20,,2017,16.17685635
Argentina,ARG,19-Feb-20,,2017,16.17685635
Argentina,ARG,20-Feb-20,,2017,16.17685635
Argentina,ARG,21-Feb-20,,2017,16.17685635
Argentina,ARG,22-Feb-20,,2017,16.17685635
Argentina,ARG,23-Feb-20,,2017,16.17685635
Argentina,ARG,24-Feb-20,,2017,16.17685635
Argentina,ARG,25-Feb-20,,2017,16.17685635
Argentina,ARG,26-Feb-20,,2017,16.17685635
Argentina,ARG,27-Feb-20,,2017,16.17685635
Argentina,ARG,28-Feb-20,,2017,16.17685635
Argentina,ARG,29-Feb-20,,2017,16.17685635
Argentina,ARG,01-Mar-20,,2017,16.17685635
Argentina,ARG,02-Mar-20,,2017,16.17685635
Argentina,ARG,03-Mar-20,,2017,16.17685635
Argentina,ARG,04-Mar-20,0,2017,16.17685635
Argentina,ARG,05-Mar-20,,2017,16.17685635
Argentina,ARG,06-Mar-20,0,2017,16.17685635
Argentina,ARG,07-Mar-20,0,2017,16.17685635
Argentina,ARG,08-Mar-20,0.022,2017,16.17685635
Argentina,ARG,09-Mar-20,0.022,2017,16.17685635
Argentina,ARG,10-Mar-20,,2017,16.17685635
Argentina,ARG,11-Mar-20,0.022,2017,16.17685635
Argentina,ARG,12-Mar-20,,2017,16.17685635
Argentina,ARG,13-Mar-20,0.022,2017,16.17685635
Argentina,ARG,14-Mar-20,0.044,2017,16.17685635
Argentina,ARG,15-Mar-20,0.044,2017,16.17685635
Argentina,ARG,16-Mar-20,0.044,2017,16.17685635
Argentina,ARG,17-Mar-20,0.044,2017,16.17685635
Argentina,ARG,18-Mar-20,0.044,2017,16.17685635
Argentina,ARG,19-Mar-20,0.044,2017,16.17685635
Argentina,ARG,20-Mar-20,0.066,2017,16.17685635
Argentina,ARG,21-Mar-20,0.066,2017,16.17685635
Argentina,ARG,22-Mar-20,0.089,2017,16.17685635
Argentina,ARG,23-Mar-20,0.089,2017,16.17685635
Argentina,ARG,24-Mar-20,0.089,2017,16.17685635
Argentina,ARG,25-Mar-20,0.133,2017,16.17685635
Argentina,ARG,26-Mar-20,0.177,2017,16.17685635
Argentina,ARG,27-Mar-20,0.266,2017,16.17685635
Argentina,ARG,28-Mar-20,0.376,2017,16.17685635
Argentina,ARG,29-Mar-20,0.42,2017,16.17685635
Argentina,ARG,30-Mar-20,0.443,2017,16.17685635
Argentina,ARG,31-Mar-20,0.531,2017,16.17685635
Argentina,ARG,01-Apr-20,0.531,2017,16.17685635
Argentina,ARG,02-Apr-20,0.686,2017,16.17685635
Argentina,ARG,03-Apr-20,0.752,2017,16.17685635
Argentina,ARG,04-Apr-20,0.819,2017,16.17685635
Argentina,ARG,05-Apr-20,0.951,2017,16.17685635
Argentina,ARG,06-Apr-20,1.018,2017,16.17685635
Argentina,ARG,07-Apr-20,1.173,2017,16.17685635
Argentina,ARG,08-Apr-20,1.328,2017,16.17685635
Argentina,ARG,09-Apr-20,1.438,2017,16.17685635
Argentina,ARG,10-Apr-20,1.748,2017,16.17685635
Argentina,ARG,11-Apr-20,1.814,2017,16.17685635
Argentina,ARG,12-Apr-20,1.969,2017,16.17685635
Argentina,ARG,13-Apr-20,2.102,2017,16.17685635
Argentina,ARG,14-Apr-20,2.168,2017,16.17685635
Argentina,ARG,15-Apr-20,2.323,2017,16.17685635
Argentina,ARG,16-Apr-20,2.412,2017,16.17685635
Argentina,ARG,17-Apr-20,2.544,2017,16.17685635
Argentina,ARG,18-Apr-20,2.699,2017,16.17685635
Argentina,ARG,19-Apr-20,2.921,2017,16.17685635
Argentina,ARG,20-Apr-20,2.965,2017,16.17685635
Argentina,ARG,21-Apr-20,3.142,2017,16.17685635
Argentina,ARG,22-Apr-20,3.341,2017,16.17685635
Argentina,ARG,23-Apr-20,3.518,2017,16.17685635
Argentina,ARG,24-Apr-20,3.651,2017,16.17685635
Argentina,ARG,25-Apr-20,3.695,2017,16.17685635
Argentina,ARG,26-Apr-20,4.093,2017,16.17685635
Argentina,ARG,27-Apr-20,4.115,2017,16.17685635
Argentina,ARG,28-Apr-20,4.359,2017,16.17685635
Argentina,ARG,29-Apr-20,4.58,2017,16.17685635
Argentina,ARG,30-Apr-20,4.735,2017,16.17685635
Argentina,ARG,01-May-20,4.823,2017,16.17685635
Argentina,ARG,02-May-20,4.978,2017,16.17685635
Argentina,ARG,03-May-20,5.244,2017,16.17685635
Argentina,ARG,04-May-20,5.443,2017,16.17685635
Argentina,ARG,05-May-20,5.753,2017,16.17685635
Argentina,ARG,06-May-20,5.841,2017,16.17685635
Argentina,ARG,07-May-20,6.04,2017,16.17685635
Argentina,ARG,08-May-20,6.24,2017,16.17685635
Argentina,ARG,09-May-20,6.483,2017,16.17685635
Argentina,ARG,10-May-20,6.638,2017,16.17685635
Argentina,ARG,11-May-20,6.638,2017,16.17685635
Argentina,ARG,12-May-20,6.748,2017,16.17685635
Argentina,ARG,13-May-20,7.058,2017,16.17685635
Argentina,ARG,14-May-20,7.279,2017,16.17685635
Argentina,ARG,15-May-20,7.81,2017,16.17685635
Argentina,ARG,16-May-20,7.877,2017,16.17685635
Argentina,ARG,17-May-20,8.032,2017,16.17685635
Argentina,ARG,18-May-20,8.098,2017,16.17685635
Argentina,ARG,19-May-20,8.452,2017,16.17685635
Argentina,ARG,20-May-20,8.696,2017,16.17685635
Argentina,ARG,21-May-20,8.917,2017,16.17685635
Argentina,ARG,22-May-20,9.204,2017,16.17685635
Argentina,ARG,23-May-20,9.581,2017,16.17685635
Argentina,ARG,24-May-20,9.846,2017,16.17685635
Argentina,ARG,25-May-20,10.001,2017,16.17685635
Argentina,ARG,26-May-20,10.333,2017,16.17685635
Argentina,ARG,27-May-20,10.709,2017,16.17685635
Argentina,ARG,28-May-20,11.063,2017,16.17685635
Argentina,ARG,29-May-20,11.24,2017,16.17685635
Argentina,ARG,30-May-20,11.505,2017,16.17685635
Armenia,ARM,31-Dec-19,0,2017,102.9311556
Armenia,ARM,01-Jan-20,0,2017,102.9311556
Armenia,ARM,02-Jan-20,0,2017,102.9311556
Armenia,ARM,03-Jan-20,0,2017,102.9311556
Armenia,ARM,04-Jan-20,0,2017,102.9311556
Armenia,ARM,05-Jan-20,0,2017,102.9311556
Armenia,ARM,06-Jan-20,0,2017,102.9311556
Armenia,ARM,07-Jan-20,0,2017,102.9311556
Armenia,ARM,08-Jan-20,0,2017,102.9311556
Armenia,ARM,09-Jan-20,0,2017,102.9311556
Armenia,ARM,10-Jan-20,0,2017,102.9311556
Armenia,ARM,11-Jan-20,0,2017,102.9311556
Armenia,ARM,12-Jan-20,0,2017,102.9311556
Armenia,ARM,13-Jan-20,0,2017,102.9311556
Armenia,ARM,14-Jan-20,0,2017,102.9311556
Armenia,ARM,15-Jan-20,0,2017,102.9311556
Armenia,ARM,16-Jan-20,0,2017,102.9311556
Armenia,ARM,17-Jan-20,0,2017,102.9311556
Armenia,ARM,18-Jan-20,0,2017,102.9311556
Armenia,ARM,19-Jan-20,0,2017,102.9311556
Armenia,ARM,20-Jan-20,0,2017,102.9311556
Armenia,ARM,21-Jan-20,0,2017,102.9311556
Armenia,ARM,22-Jan-20,0,2017,102.9311556
Armenia,ARM,23-Jan-20,0,2017,102.9311556
Armenia,ARM,24-Jan-20,0,2017,102.9311556
Armenia,ARM,25-Jan-20,0,2017,102.9311556
Armenia,ARM,26-Jan-20,0,2017,102.9311556
Armenia,ARM,27-Jan-20,0,2017,102.9311556
Armenia,ARM,28-Jan-20,0,2017,102.9311556
Armenia,ARM,29-Jan-20,0,2017,102.9311556
Armenia,ARM,30-Jan-20,0,2017,102.9311556
Armenia,ARM,31-Jan-20,0,2017,102.9311556
Armenia,ARM,01-Feb-20,0,2017,102.9311556
Armenia,ARM,02-Feb-20,0,2017,102.9311556
